,hour,logger,uhi,Name,x,y,city_index
0,0,201,2.7558111111111123,Robert-Walser-Platz,7.241111393028388,47.13079517749481,0.7893681783435297
1,0,202,2.3884499826929733,Hafen,7.236273281519853,47.130697668001005,0.44421796506724875
2,0,203,3.273554698216736,Zentralplatz,7.2469608738162705,47.136632907460786,1.3341618562012054
3,0,204,1.5859001452432824,Stadtpark,7.253368987131442,47.14103925664875,-0.3331016596046047
4,0,205,1.566529731566428,Ile de la Suze,7.265148929721899,47.14474113093907,-0.37035866648186955
5,0,206,0.0,rural reference,7.295157258049944,47.13854844317897,-1.9197658280112746
6,0,207,-0.1759852843915343,Swiss Meteo Reference,7.415043620428569,47.17900519328959,-2.0833169712218935
7,0,208,1.466281412253375,Möösli,7.262326212167894,47.13000983323275,-0.48389093741321476
8,0,209,2.5108658315177923,Madrestch-Piano,7.25576387028088,47.135385241082226,0.5992872292842844
9,0,210,2.7216170033670055,Congresshaus,7.248791114258848,47.134961027557246,0.7988201466925022
10,0,211,1.9816338888888871,Mühlefeld,7.249229243522805,47.12814316650811,0.061149826499914135
11,0,212,1.7696050536517853,Seepark,7.230545882730043,47.133873786834684,-0.1746252221566734
12,0,213,1.1677727587400477,Port NBK,7.253961623819155,47.11991929762015,-0.7740947978235898
13,0,214,1.105293915343914,Längholz,7.266219234607871,47.12849563209389,-0.851201396755954
14,0,215,2.550271151885828,Old City,7.245634985865393,47.14201400637538,0.6211843229361201
15,0,216,2.3111787815853257,Nidau-mittestrasse,7.238831053622557,47.125199475937286,0.36931122502168523
16,0,217,1.2625384479717834,Geyisreid,7.283673321069929,47.14427564935802,-0.6221256149957276
17,0,218,3.2719384384384353,Bahnhof,7.243143648481159,47.13334736683636,1.276083277223209
18,0,219,3.1756330589849098,New City,7.246485268059931,47.13873185875089,1.2364498108224937
19,0,220,2.9664117063492057,Altersheim-Neumarkt,7.2512860040606695,47.13730019991995,0.9842532870487163
20,0,221,2.058676384305097,Champagne-Piano,7.263613252816366,47.14665459886711,0.13510205063349057
21,0,222,1.7849681069958834,Spital,7.244246935126219,47.147034375760036,-0.15054083038015872
22,0,223,2.178381966078229,Altersheim-erlacher,7.2573452439864825,47.1258438271483,0.2365144095145889
23,0,224,1.625960754332315,Bözingen,7.271159682945557,47.15111046676412,-0.3098171651591184
24,0,225,1.7142513227513223,Swisstennis,7.2784280163168065,47.159005975110944,-0.19308036407903784
25,0,226,1.9764946348217394,Port Thielle,7.25094956021827,47.12243292332993,0.03462707825809891
26,0,227,1.752227356068942,Altersheim-redenweg,7.260944155574042,47.15039277997535,-0.1616691085172064
27,0,228,1.7629135236153592,Südstrasse,7.271442786808509,47.14221612603856,-0.1653762570664075
28,0,229,2.367032191069572,Viaductstrasse,7.238633407181197,47.135700564647706,0.4025965812097342
29,0,230,2.016251004016064,Vingelz,7.220957635875876,47.13074150165554,0.15373701843523227
30,0,231,3.4005175565175607,Nidau-Lac,7.232283739199284,47.12621951507841,1.3260475548824073
31,0,232,2.4486357458375805,Champagne-Blumen,7.255567533607622,47.14423869874925,0.5149081985974954
32,0,233,2.5985027691242615,Madretsch-Zukunft,7.249217573272106,47.13327968634356,0.6566352125606262
33,0,234,0.7793143187830683,Bözingenfeld,7.292273509911332,47.15891885527405,-1.1280173680472916
34,0,235,1.2904812981298115,Altersheim-Reid,7.256578930803547,47.15067194726373,-0.6234151664563335
35,0,236,0.7370958504801085,Taubenloch,7.267614387206042,47.15370810175957,-1.1984130868959335
36,0,237,1.3588840939153446,Rolex,7.292424384479668,47.16303529232208,-0.5484475929150167
37,0,238,2.1799790584977514,Museum,7.241696082617558,47.13892945858104,0.21992217043532342
38,0,239,1.832777180406213,Nidau-wald,7.232609634845101,47.12543119683497,-0.15668368471381236
39,0,240,1.3353163580246918,Längholz-replacement,7.26624170539283,47.128434760378624,-0.8106372820530806
40,1,201,2.82411398467433,Robert-Walser-Platz,7.241111393028388,47.13079517749481,0.755696922354456
41,1,202,2.455955761316874,Hafen,7.236273281519853,47.130697668001005,0.4000451572335891
42,1,203,3.3807451580020396,Zentralplatz,7.2469608738162705,47.136632907460786,1.3251514284442256
43,1,204,1.6380861201006838,Stadtpark,7.253368987131442,47.14103925664875,-0.3803666958974387
44,1,205,1.791232154882156,Ile de la Suze,7.265148929721899,47.14474113093907,-0.25465952908613665
45,1,206,0.0,rural reference,7.295157258049944,47.13854844317897,-2.0172005287192123
46,1,207,-0.17739741068502118,Swiss Meteo Reference,7.415043620428569,47.17900519328959,-2.185793077990355
47,1,208,1.5367073045267494,Möösli,7.262326212167894,47.13000983323275,-0.5253245397361077
48,1,209,2.7186587558432196,Madrestch-Piano,7.25576387028088,47.135385241082226,0.7036048275127641
49,1,210,2.8062475809142455,Congresshaus,7.248791114258848,47.134961027557246,0.7728432916693301
50,1,211,2.117108544187751,Mühlefeld,7.249229243522805,47.12814316650811,0.0965291485684049
51,1,212,1.8660094307270256,Seepark,7.230545882730043,47.133873786834684,-0.18755366431523227
52,1,213,1.2173482510288072,Port NBK,7.253961623819155,47.11991929762015,-0.833716650012789
53,1,214,1.2294589947089958,Längholz,7.266219234607871,47.12849563209389,-0.7937596161661782
54,1,215,2.6960528619528605,Old City,7.245634985865393,47.14201400637538,0.6508503037555542
55,1,216,2.3442873799725676,Nidau-mittestrasse,7.238831053622557,47.125199475937286,0.2932224789309699
56,1,217,1.262761879804333,Geyisreid,7.283673321069929,47.14427564935802,-0.7137684980311801
57,1,218,3.336793816137565,Bahnhof,7.243143648481159,47.13334736683636,1.2363778388290456
