,time,logger,daily_max,daily_min,daily_mean
0,2023-05-15,201,18.80611111111111,10.16111111111111,13.280462962962961
1,2023-05-15,202,18.045,9.768,13.379717391304354
2,2023-05-15,203,19.472,10.553,13.580550724637689
3,2023-05-15,204,19.377222222222226,9.66888888888889,13.131070853462152
4,2023-05-15,205,23.196111111111108,11.431111111111111,18.300897745571646
5,2023-05-15,206,18.14,9.077222222222222,12.503071658615136
6,2023-05-15,207,18.426111111111112,10.062777777777777,12.583752012882455
7,2023-05-15,208,19.187222222222225,9.866111111111111,12.996920289855064
8,2023-05-15,209,21.760000000000005,12.110000000000001,18.415974235104677
9,2023-05-15,210,19.47222222222222,10.25888888888889,13.348896940418689
10,2023-05-15,211,22.81222222222222,11.722222222222221,18.77530998389693
11,2023-05-15,212,17.284,9.571,12.874043478260882
12,2023-05-15,213,18.426111111111112,10.455000000000002,12.983590982286627
13,2023-05-15,214,,,
14,2023-05-15,215,19.09222222222222,10.16111111111111,13.382234299516911
15,2023-05-15,216,19.852777777777778,9.964999999999998,13.251380837359095
16,2023-05-15,217,17.855,9.66888888888889,12.811936392914651
17,2023-05-15,218,19.187,10.259,13.655471014492763
18,2023-05-15,219,24.448,12.497,18.764804347826054
19,2023-05-15,220,18.521111111111107,10.357222222222223,13.367576489533013
20,2023-05-15,221,19.757777777777775,9.66888888888889,13.390124798711762
21,2023-05-15,222,18.616111111111113,9.176111111111112,12.55125201288244
22,2023-05-15,223,19.377222222222226,10.455000000000002,13.22977858293076
23,2023-05-15,224,18.80611111111111,9.472222222222221,12.937950885668284
24,2023-05-15,225,18.521111111111107,9.176111111111112,13.179102254428347
25,2023-05-15,226,18.99611111111111,10.552777777777777,13.3158574879227
26,2023-05-15,227,19.28222222222222,9.176111111111112,13.076557971014502
27,2023-05-15,228,18.80611111111111,9.571111111111113,12.949412238325277
28,2023-05-15,229,18.711,9.768,13.311724637681165
29,2023-05-15,230,18.331,9.275,12.958963768115952
30,2023-05-15,231,23.48388888888889,20.23388888888889,21.49998389694041
31,2023-05-15,232,20.328888888888887,9.767777777777777,13.426694847020936
32,2023-05-15,233,21.664,12.013,18.45534057971012
33,2023-05-15,234,18.616111111111113,8.778888888888888,12.8947383252818
34,2023-05-15,235,19.47222222222222,8.58111111111111,12.680970209339772
35,2023-05-15,236,18.616111111111113,8.977777777777776,12.954492753623187
36,2023-05-15,237,19.377222222222226,8.977777777777776,12.985764895330117
37,2023-05-15,238,22.142,11.819,18.518268115942014
38,2023-05-15,239,,,
39,2023-05-15,240,,,
40,2023-05-16,201,13.365000000000002,10.16111111111111,11.60429398148148
41,2023-05-16,202,13.461,10.161,11.640618055555567
42,2023-05-16,203,13.269,10.357,11.800604166666675
43,2023-05-16,204,13.461111111111109,9.964999999999998,11.27103780864196
44,2023-05-16,205,13.653888888888888,9.66888888888889,11.21529706790123
45,2023-05-16,206,13.461111111111109,9.571111111111113,10.931836419753079
46,2023-05-16,207,14.42111111111111,9.866111111111111,11.287469135802464
47,2023-05-16,208,13.55777777777778,9.866111111111111,11.204733796296294
48,2023-05-16,209,13.268888888888888,10.25888888888889,11.559926697530852
49,2023-05-16,210,13.461111111111109,10.16111111111111,11.621867283950612
50,2023-05-16,211,13.55777777777778,10.062777777777777,11.461141975308626
51,2023-05-16,212,13.365,9.965,11.328555555555562
52,2023-05-16,213,14.13388888888889,9.866111111111111,11.370027006172835
53,2023-05-16,214,,,
54,2023-05-16,215,12.882777777777777,9.964999999999998,11.368823302469123
55,2023-05-16,216,14.037777777777778,10.16111111111111,11.551971450617277
56,2023-05-16,217,13.07611111111111,9.767777777777777,11.128614969135803
57,2023-05-16,218,14.134,10.455,11.971465277777785
58,2023-05-16,219,13.365,10.455,11.790437500000014
59,2023-05-16,220,13.172777777777776,10.25888888888889,11.626080246913583
60,2023-05-16,221,13.461111111111109,9.964999999999998,11.315844907407389
61,2023-05-16,222,12.110000000000001,8.977777777777776,10.43962191358026
62,2023-05-16,223,13.846111111111112,9.964999999999998,11.444147376543206
63,2023-05-16,224,12.882777777777777,9.767777777777777,11.230092592592586
64,2023-05-16,225,13.07611111111111,9.866111111111111,11.27793595679012
65,2023-05-16,226,13.75,10.062777777777777,11.53743441358024
66,2023-05-16,227,13.268888888888888,9.866111111111111,11.060543981481477
67,2023-05-16,228,13.172777777777776,9.866111111111111,11.240991512345676
68,2023-05-16,229,13.461,10.161,11.626472222222226
69,2023-05-16,230,13.558,10.161,11.50163194444445
70,2023-05-16,231,21.09111111111111,20.423888888888893,20.81588734567898
71,2023-05-16,232,13.172777777777776,9.964999999999998,11.296959876543196
72,2023-05-16,233,13.75,10.259,11.630041666666674
73,2023-05-16,234,13.172777777777776,9.866111111111111,11.27287037037037
74,2023-05-16,235,12.593888888888888,9.37277777777778,10.561222993827162
75,2023-05-16,236,12.979999999999999,9.964999999999998,11.146165123456772
76,2023-05-16,237,12.882777777777777,9.866111111111111,11.22235339506173
77,2023-05-16,238,12.98,9.965,11.39718055555556
78,2023-05-16,239,,,
79,2023-05-16,240,,,
80,2023-05-17,201,14.899999999999999,9.571111111111113,12.042905092592594
81,2023-05-17,202,16.427,9.472,12.394152777777778
82,2023-05-17,203,14.996,9.571,12.108986111111118
83,2023-05-17,204,15.472777777777777,9.274999999999999,11.837789351851855
84,2023-05-17,205,16.046111111111113,9.37277777777778,11.886134259259258
85,2023-05-17,206,14.517222222222223,9.571111111111113,11.707773919753087
86,2023-05-17,207,13.94222222222222,9.077222222222222,11.259282407407408
